               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  54,            0.017664,            0.010424,                   0,                   1,             0.99999,             0.99504,             0.90592,           0.0059562,           0.0042531,                   0,           0.0012042,           0.0012042,            0.079304
                  55,            0.019442,            0.010639,                   0,             0.99982,             0.96667,             0.99316,             0.99316,            0.015023,           0.0041421,                   0,           0.0011985,           0.0011985,            0.078898
                  56,             0.01723,            0.010216,                   0,             0.99999,                   1,             0.99504,             0.99504,            0.009446,           0.0038012,                   0,           0.0011919,           0.0011919,            0.078492
                  57,            0.018756,            0.011108,                   0,                   1,             0.99999,             0.99504,             0.78925,           0.0079459,           0.0038973,                   0,           0.0011844,           0.0011844,            0.078084
                  58,            0.016823,            0.011142,                   0,                   1,             0.99994,             0.99504,             0.78728,           0.0075246,           0.0037031,                   0,           0.0011762,           0.0011762,            0.077676
                  59,            0.017692,            0.011383,                   0,             0.99998,                   1,             0.99504,             0.97476,           0.0049134,           0.0033924,                   0,           0.0011673,           0.0011673,            0.077267
                  60,            0.015963,            0.010431,                   0,             0.99991,                   1,             0.99504,             0.82086,           0.0051412,           0.0035055,                   0,           0.0011576,           0.0011576,            0.076858
                  61,            0.017563,            0.009876,                   0,                   1,             0.99995,             0.99505,             0.77525,           0.0073024,           0.0033546,                   0,           0.0011473,           0.0011473,            0.076447
                  62,             0.01584,           0.0096206,                   0,                   1,             0.99995,             0.99505,             0.94736,           0.0039054,           0.0034735,                   0,           0.0011364,           0.0011364,            0.076036
                  63,            0.015616,           0.0096718,                   0,             0.99996,                   1,             0.99505,             0.99138,           0.0095672,           0.0037379,                   0,           0.0011249,           0.0011249,            0.075625
